,Timestamp,Lap_Number,Position(x),Position(y),Position(z),Orientation(x),Orientation(y),Orientation(z),Collision_Target,Path_Deviation,Estimated_Path_Center(x),Estimated_Path_Center(y),Estimated_Path_Center(z),Gaze_Target,Gaze_Location(x),Gaze_Location(y),Gaze_Location(z),Gaze_Through_Gate,Norm_Pos(x),Norm_Pos(y),Left_X,Left_Y,Right_X,Right_Y,FPS,gaze_timestamp,world_index,average_confidence,norm_pos_x,norm_pos_y,gaze_point_3d_x,gaze_point_3d_y,gaze_point_3d_z,UnixTime_Converted,Nearest_Unix,confidence0,eye_center0_3d_x,eye_center0_3d_y,eye_center0_3d_z,gaze_normal0_x,gaze_normal0_y,gaze_normal0_z,confidence1,eye_center1_3d_x,eye_center1_3d_y,eye_center1_3d_z,gaze_normal1_x,gaze_normal1_y,gaze_normal1_z
0,1638917159376,0,-255.4,261.0,-182.9,0.0,0.0,0.0,,2.3692,0.0,0.0,0.0,_Sp_PW_Tree_Sequoia_01,-294.4645,561.4423,868.1313,,0.4721,0.5231,0.0,0.0,0.0,0.0,89.6861,3994.1432128126617,969.9858196256381,0.937666421444221,0.4940869156365911,0.4727728409404593,3932.803743079534,-1603.3940164282412,20996.805030088002,1638917127161.4614,1638917159376.0,0.9437409843303975,30.106101923426703,-5.600256643642671,-6.432494960862664,0.0008534644954980728,0.02997568862762751,0.9720147453053255,0.9447329192773586,-32.084945176278445,1.2283217605587748,2.222355063114718,-0.014885360242924826,0.0009825092143241026,0.9666223417767901
1,1638917159387,0,-255.4,261.0,-182.9,0.0,0.0,0.0,,2.3692,0.0,0.0,0.0,_Sp_PW_Tree_Sequoia_01,-294.4645,561.4423,868.1313,,0.4721,0.5231,0.0,0.0,0.0,0.0,89.6861,4026.3712391999993,1937.0,0.9610769033432007,0.455117275817612,0.484212598007484,-31.65914388880764,6.248200598394269,550.5280448306145,1638917159389.4878,1638917159387.0,0.9610769033432007,30.071129885717266,-5.989162592790019,-6.471024429101265,7.408788159511681e-05,0.03280932154968192,0.9994541707461584,0.9610769033432007,-31.943945407872924,-0.46325679513163537,0.4680186037348449,-0.11748228015417672,-0.021886428184015073,0.9928333632891715
2,1638917159409,0,-255.4,261.0,-182.9,0.0,0.0,0.0,,2.3692,0.0,0.0,0.0,_Sp_PW_Tree_Sequoia_01,-286.2422,421.0816,367.9123,,0.458,0.5292,0.0,0.0,0.0,0.0,92.27731,4026.3892326249997,1937.25,0.9663621187210083,0.46055576287425326,0.48732818048473947,-27.38253769932144,4.942408881960333,542.2710974019875,1638917159407.4812,1638917159409.0,0.9663621187210083,30.07112988571727,-5.989162592790019,-6.471024429101265,0.007993685259346319,0.031068773119729106,0.9994802509309546,0.9663621187210083,-31.935640777993413,-0.4697579066698445,0.4517459626046296,-0.11154989001659943,-0.0248207325126528,0.9934432343625845
3,1638917159420,0,-255.4,261.0,-182.9,0.0,0.0,0.0,,2.3692,0.0,0.0,0.0,_Sp_PW_Tree_Sequoia_01,-286.2422,421.0816,367.9123,,0.458,0.5292,0.0,0.0,0.0,0.0,92.27731,4026.405425625,1938.0,0.9487054124474525,0.4628602307736824,0.4881141609476859,-24.445926761117406,4.384764086090501,514.3162687900693,1638917159423.6743,1638917159420.0,0.9487054124474525,30.07112988571727,-5.989162592790019,-6.471024429101265,0.013929689374135041,0.028709583195568572,0.9994850890929655,0.9487054124474525,-31.935640777993413,-0.4697579066698445,0.4517459626046296,-0.11169323374261414,-0.024251695110118442,0.9934448674646617
4,1638917159443,0,-255.4,261.0,-182.9,0.0,0.0,0.0,,2.3692,0.0,0.0,0.0,_Sp_PW_Tree_Sequoia_01,-295.1538,426.6887,368.5626,,0.4461,0.5417,0.0,0.0,0.0,0.0,91.76248000000001,4026.4212595,1938.0,0.917457327246666,0.4625223028900949,0.4840462066499994,-25.144688460876807,6.019332921702535,524.2005268669911,1638917159439.5083,1638917159443.0,0.917457327246666,30.07112988571727,-5.989162592790019,-6.471024429101265,0.012670238382971459,0.035616833339226314,0.9992847768127788,0.917457327246666,-31.935640777993413,-0.4697579066698445,0.4517459626046296,-0.11125193227536277,-0.025043445717961445,0.9934750009912539
5,1638917159454,0,-255.4,261.0,-182.9,0.0,0.0,0.0,,2.3692,0.0,0.0,0.0,_Sp_PW_Tree_Sequoia_01,-294.1142,427.4519,368.156,,0.4475,0.5438,0.0,0.0,0.0,0.0,91.76248000000001,4026.437258,1939.0,0.9461699426174163,0.46441615715387763,0.48499742972184096,-23.82375220026308,5.648881197774367,523.0020515349804,1638917159455.5066,1638917159454.0,0.9461699426174163,30.07112988571727,-5.989162592790019,-6.471024429101265,0.015329148038523475,0.035701691935832426,0.9992443235082838,0.9461699426174163,-31.935640777993413,-0.4697579066698445,0.4517459626046296,-0.10908116350081346,-0.02652738218739265,0.9936788100686517
6,1638917159476,0,-255.4,261.0,-182.9,0.0,0.0,0.0,,2.3692,0.0,0.0,0.0,_Sp_PW_Tree_Sequoia_01,-293.2888,426.4364,367.9019,,0.4485,0.5416,0.0,0.0,0.0,0.0,91.90458000000001,4026.454377875,1939.25,0.9531245902180672,0.46577994120425154,0.4833204773687509,-23.004954157932495,6.298124972229432,525.3933583222233,1638917159472.6265,1638917159476.0,0.9531245902180672,30.07112988571727,-5.989162592790019,-6.471024429101265,0.01709013296975279,0.039831403073905244,0.9990576955739371,0.9531245902180672,-31.935640777993413,-0.4697579066698445,0.4517459626046296,-0.1073435551922874,-0.028182246219763108,0.9938198836565858
7,1638917159488,0,-255.4,261.0,-182.9,0.0,0.0,0.0,,2.3692,0.0,0.0,0.0,_Sp_PW_Tree_Sequoia_01,-292.3762,425.1227,367.6873,,0.4497,0.5387,0.0,0.0,0.0,0.0,91.90458000000001,4026.471307125,1940.0,0.9476142451167107,0.4617724189832311,0.4793596748855028,-24.611130318112345,7.474356756846015,502.8267966072691,1638917159489.556,1638917159488.0,0.9476142451167107,30.07112988571727,-5.989162592790019,-6.471024429101265,0.014441080766348353,0.04164557409774308,0.999025762639756,0.9476142451167107,-31.935640777993413,-0.4697579066698445,0.4517459626046296,-0.11498094093323116,-0.024846396135630944,0.9930568243627178
8,1638917159509,0,-255.4,261.0,-182.9,0.0,0.0,0.0,,2.3692,0.0,0.0,0.0,_Sp_PW_Tree_Sequoia_01,-290.9109,406.4423,314.0016,,0.4464,0.5318,0.0,0.0,0.0,0.0,90.45926,4026.487314125,1940.0,0.9473158183693886,0.43600623820905804,0.47025258137920334,-48.41531424399227,12.82312143290157,572.9668097018462,1638917159505.5625,1638917159509.0,0.9473158183693886,30.07112988571727,-5.989162592790019,-6.471024429101265,-0.023772968310531134,0.05549662676859447,0.9976855075927548,0.9473158183693886,-31.935640777993413,-0.4697579066698445,0.4517459626046296,-0.14191865339293747,-0.02451946543911462,0.9894246541254497
9,1638917159521,0,-255.4,261.0,-182.9,0.0,0.0,0.0,,2.3692,0.0,0.0,0.0,_Sp_PW_Tree_Sequoia_01,-290.9109,406.4423,314.0016,,0.4464,0.5318,0.0,0.0,0.0,0.0,90.45926,4026.5051785999995,1941.0,0.9608494710922241,0.3653785144044098,0.3886496445760857,-96.88253065358495,45.070015939357816,556.7738366103922,1638917159523.4272,1638917159521.0,0.9608494710922241,30.071129885717266,-5.989162592790019,-6.471024429101265,-0.1141293241795605,0.10412423286197192,0.9875327961487084,0.9608494710922241,-31.93564077799341,-0.4697579066698445,0.4517459626046296,-0.22693244584067696,0.041923211262310765,0.9727495422565919
