,Timestamp,Lap_Number,Position(x),Position(y),Position(z),Orientation(x),Orientation(y),Orientation(z),Collision_Target,Path_Deviation,Estimated_Path_Center(x),Estimated_Path_Center(y),Estimated_Path_Center(z),Gaze_Target,Gaze_Location(x),Gaze_Location(y),Gaze_Location(z),Gaze_Through_Gate,Norm_Pos(x),Norm_Pos(y),Left_X,Left_Y,Right_X,Right_Y,FPS,gaze_timestamp,world_index,average_confidence,norm_pos_x,norm_pos_y,gaze_point_3d_x,gaze_point_3d_y,gaze_point_3d_z,UnixTime_Converted,Nearest_Unix,confidence0,eye_center0_3d_x,eye_center0_3d_y,eye_center0_3d_z,gaze_normal0_x,gaze_normal0_y,gaze_normal0_z,confidence1,eye_center1_3d_x,eye_center1_3d_y,eye_center1_3d_z,gaze_normal1_x,gaze_normal1_y,gaze_normal1_z
0,1638917490507,0,-257.06,254.97,-128.89,0.0,180.0,0.0,,4.566,0.0,0.0,0.0,_Sp_PW_Tree_Sequoia_01,-243.9099,325.981,-391.163,,0.4622,0.5035,0.0,0.0,0.0,0.0,91.32087,4322.794834383259,1042.529053420806,0.9320568585004891,0.48185122418597465,0.5182867233886879,31.378335241540807,-1447.3300047138805,16559.770261851103,1638917455831.2139,1638917490507.0,0.9396344184956068,31.46565834570124,-2.8708247343652036,-3.7802146005575072,-0.028044730098734084,0.0003649416376183835,0.9737403713271963,0.9413050393991762,-32.087391664989674,-0.5583208473284968,-0.18957977869912007,-0.012322931486435209,-0.02354832589134239,0.9699956728929703
1,1638917490518,0,-257.06,254.97,-128.89,0.0,180.0,0.0,,4.566,0.0,0.0,0.0,_Sp_PW_Tree_Sequoia_01,-243.9099,325.981,-391.163,,0.4622,0.5035,0.0,0.0,0.0,0.0,90.35505,4357.483443624999,2083.0,0.9946277886629105,0.47239641588752446,0.4917792107862974,-44.770466636948335,7.492286766780445,1266.580222066167,1638917490519.8228,1638917490518.0,0.9946277886629105,31.423292916377875,-3.1555946974741147,-3.8073732611846793,-0.05900457264221839,0.0354681294759843,0.9976255667435402,0.9946277886629105,-32.2129519226542,-1.162010989585376,-0.2428546867526471,-0.010718218209801683,-0.020267515898247126,0.9997353362700456
2,1638917490539,0,-257.06,254.97,-128.89,0.0,180.0,0.0,,4.566,0.0,0.0,0.0,_Sp_PW_Tree_Sequoia_01,-243.7417,326.3023,-391.5735,,0.4618,0.5046,0.0,0.0,0.0,0.0,90.35505,4357.499526875,2083.75,0.9528356492519379,0.47234648892487724,0.48572443938840276,-43.000333521123544,12.405235221102227,1213.5487928376674,1638917490535.9062,1638917490539.0,0.9528356492519379,31.423292916377875,-3.1555946974741147,-3.8073732611846793,-0.06013906582191035,0.04106500828401784,0.9973440168978873,0.9528356492519379,-32.2129519226542,-1.162010989585376,-0.2428546867526471,-0.0096598849815002,-0.01702183140161563,0.9998048464414621
3,1638917490550,0,-257.06,254.97,-128.89,0.0,180.0,0.0,,4.566,0.0,0.0,0.0,_Sp_PW_Tree_Sequoia_01,-243.7514,326.1932,-391.4617,,0.4618,0.5042,0.0,0.0,0.0,0.0,90.40774,4357.515425,2084.0,0.9935165196657182,0.4738847939314795,0.4816777653349002,-41.44835730389087,16.286475348010846,1229.236416871974,1638917490551.8042,1638917490550.0,0.9935165196657182,31.423292916377875,-3.1555946974741147,-3.8073732611846793,-0.058152781214371105,0.043469477033991163,0.9973583717696108,0.9935165196657182,-32.2129519226542,-1.162010989585376,-0.2428546867526471,-0.007727505414853788,-0.013622955309320518,0.9998615305603689
4,1638917490572,0,-257.06,254.97,-128.89,0.0,180.0,0.0,,4.566,0.0,0.0,0.0,_Sp_PW_Tree_Sequoia_01,-244.6512,327.9193,-391.3246,,0.4644,0.5128,0.0,0.0,0.0,0.0,90.40774,4357.531438874999,2084.75,0.9904271364212036,0.44469997844831377,0.4757720171361838,-122.82488108118768,31.28791979857508,1723.8988304606016,1638917490567.8184,1638917490572.0,0.9904271364212036,31.423292916377875,-3.1555946974741147,-3.8073732611846793,-0.09074674588169118,0.04378988389261929,0.9947510598168697,0.9904271364212036,-32.2129519226542,-1.162010989585376,-0.2428546867526471,-0.04945144648920012,-0.006139644135712084,0.9985308528128416
5,1638917490583,0,-257.06,254.97,-128.89,0.0,180.0,0.0,,4.566,0.0,0.0,0.0,_Sp_PW_Tree_Sequoia_01,-245.111,325.9514,-390.4114,,0.4656,0.5044,0.0,0.0,0.0,0.0,89.87794,4357.5497258,2085.0,0.8552067172527312,0.4174296121601159,0.45580488474658154,-685.5408965936873,277.6362349993187,7087.797800662285,1638917490586.105,1638917490583.0,0.8552067172527312,31.423292916377875,-3.1555946974741147,-3.8073732611846793,-0.1156425600071391,0.0616840847088392,0.9910816583302147,0.8552067172527312,-32.2129519226542,-1.162010989585376,-0.2428546867526471,-0.09372829746877002,0.0031322142785246408,0.995537128162136
6,1638917490606,0,-257.06,254.97,-128.89,0.0,180.0,0.0,,4.566,0.0,0.0,0.0,_Sp_PW_Tree_Sequoia_01,-247.8737,326.988,-400.7645,,0.4745,0.4959,0.0,0.0,0.0,0.0,89.87794,4357.567395833333,2086.0,0.978573719660441,0.40047173028641847,0.46133627420462237,-223.80097017802936,48.94575978414661,1756.8961302573898,1638917490603.7754,1638917490606.0,0.978573719660441,31.423292916377875,-3.1555946974741147,-3.8073732611846793,-0.14252807842266882,0.05709026243143837,0.9881393989692752,0.978573719660441,-32.2129519226542,-1.162010989585376,-0.2428546867526471,-0.10913941580134033,0.00045627680792536076,0.9940263476035316
7,1638917490617,0,-257.06,254.97,-128.89,0.0,180.0,0.0,,4.566,0.0,0.0,0.0,_Sp_PW_Tree_Sequoia_01,-247.8737,326.988,-400.7645,,0.4745,0.4959,0.0,0.0,0.0,0.0,91.3388,4357.583439699999,2086.0,0.9523475527763366,0.3968798647880591,0.4622507419441135,-268.35639211462546,55.61884296827846,2034.6986019869157,1638917490619.819,1638917490617.0,0.9523475527763366,31.423292916377875,-3.1555946974741147,-3.8073732611846793,-0.14486674171030128,0.05154479034669466,0.9880908644050581,0.9523475527763366,-32.2129519226542,-1.162010989585376,-0.2428546867526471,-0.11591968736689347,0.004361105814373279,0.9932481999156012
8,1638917490639,0,-257.06,254.97,-128.89,0.0,180.0,0.0,,4.566,0.0,0.0,0.0,_Sp_PW_Tree_Sequoia_01,-247.7963,326.747,-400.9667,,0.4743,0.4945,0.0,0.0,0.0,0.0,91.3388,4357.60142025,2087.0,0.9607739746570586,0.39629804009083874,0.4646245289997207,-383.2915303272635,73.68096937394013,2894.8374390886706,1638917490637.7998,1638917490639.0,0.9607739746570586,31.423292916377875,-3.1555946974741147,-3.8073732611846793,-0.14167733521712678,0.04401040754088368,0.9889253807156794,0.9607739746570586,-32.2129519226542,-1.162010989585376,-0.2428546867526471,-0.12083353762309836,0.007947020698334643,0.9926399334992564
9,1638917490650,0,-257.06,254.97,-128.89,0.0,180.0,0.0,,4.566,0.0,0.0,0.0,_Sp_PW_Tree_Sequoia_01,-249.7276,325.9171,-401.9178,,0.4797,0.4894,0.0,0.0,0.0,0.0,90.52109,4357.617422,2087.0,0.9611112475395203,0.39965010059016964,0.46091029609536166,-706.545276463037,159.89569783038434,5516.953825280587,1638917490653.8013,1638917490650.0,0.9611112475395203,31.423292916377875,-3.1555946974741147,-3.8073732611846793,-0.13292181406159684,0.040514795323531964,0.9902935606350214,0.9611112475395203,-32.2129519226542,-1.162010989585376,-0.2428546867526471,-0.1214840446293093,0.016111448353096587,0.9924423838366216
